№,Регион,Город,Улица,Дом,lat,lon,qc_geo,full_address
421,Алтайский край,Барнаул,улица Взлетная,81,53.340016,83.658476,0,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 81"
422,Алтайский край,Барнаул,улица Взлетная,87,53.340135,83.657327,0,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 87"
423,Алтайский край,Барнаул,улица Взлетная,91,53.340307,83.656267,0,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 91"
424,Алтайский край,Барнаул,улица Взлетная,95,53.341033,83.651281,0,"656070, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 95"
425,Алтайский край,Барнаул,улица Взлетная,97,53.340828,83.650383,0,"656070, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 97"
426,Алтайский край,Барнаул,улица Взлетная,103,53.341016,83.648532,0,"656070, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 103"
427,Алтайский край,Барнаул,улица Взлетная,105,53.34142,83.647804,0,"656070, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 105"
428,Алтайский край,Барнаул,улица Взлетная,109,53.341162,83.646906,0,"656070, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 109"
429,Алтайский край,Барнаул,улица Взлетная,115,53.341385,83.645004,0,"656070, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 115"
430,Алтайский край,Барнаул,улица Взлетная,117,53.341774,83.64431,0,"656070, Алтайский край, г Барнаул, Индустриальный р-н, ул Взлетная, д 117"
431,Алтайский край,Барнаул,улица Витебская,2,53.345375,83.73071,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Витебская, д 2"
